,Unnamed: 0,station_id,station_name,station_latitude,station_longitude,state,city,neighbourhood
380,39983,208.0,4th St at San Carlos St,37.3327995239,-121.8838503957,California,San Jose,SoFA
381,40194,234.0,Fruitvale Ave at International Blvd,37.778058,-122.2254,California,Oakland,Fruitvale
382,41029,393.0,Asbury St at The Alameda,37.3380223131,-121.919478178,California,San Jose,College Park
383,41070,390.0,Indiana St at Cesar Chavez St,37.7504343571,-122.3904472589,California,San Francisco,Potrero Terrace
384,41126,428.0,Howard workshop - Station in a Box,37.7746611,-122.4163076,California,San Francisco,Civic Center
385,41184,182.0,19th Street BART Station,37.8093686121,-122.2679507732,California,Oakland,Uptown
386,41243,65.0,Emeryville Depot,37.8302961827,-122.289429903,California,,
387,41278,277.0,W Julian St at N Morrison St,37.3336120764,-121.9087815285,California,San Jose,
388,41281,446.0,Mint St at Mission St,37.7822795298,-122.4073129892,California,San Francisco,West SoMa
389,41284,459.0,Utah St at 24th St,37.7531234601,-122.4053925276,California,San Francisco,Potrero Hill
390,41291,445.0,Natoma St at New Montgomery St,37.7865530626,-122.3996070027,California,San Francisco,Transbay
391,41300,37.0,Folsom St at 2nd St,37.7853765938,-122.3969060183,California,San Francisco,Transbay
392,41303,316.0,1st St at San Carlos St,37.3311679942,-121.8869376183,California,San Jose,SoFA
393,41326,393.0,Emory St at The Alameda,37.3386364842,-121.9209909439,California,San Jose,
394,41522,378.0,7th St at Empire St,37.3477119818,-121.890553236,California,San Jose,Hensley Historic District
395,41623,290.0,Jackson St at N 1st St,37.34704671,-121.8983209133,California,San Jose,Hensley Historic District
396,42684,367.0,Outside Lands (Temporary Station),37.771104,-122.473658,California,San Francisco,
397,43149,465.0,San Francisco Caltrain Station (King St at 4th St),37.7763288173,-122.394438386,California,San Francisco,South Beach
398,43154,453.0,Brannan St at 4th St,37.7779336701,-122.3969730735,California,San Francisco,South of Market
399,43164,12.0,Pier 1/2 at The Embarcadero,37.7963894,-122.3945855,California,San Francisco,
400,43165,460.0,Terry Francois Blvd at Warriors Way,37.7690948873,-122.3863327503,California,San Francisco,
401,43170,441.0,Chestnut St at Van Ness Ave,37.8022883861,-122.4245086312,California,San Francisco,Russian Hill
402,43172,462.0,Cruise Terminal at Pier 27,37.8042232774,-122.4016427994,California,San Francisco,
403,43187,461.0,Terry Francois Blvd at Mission Bay Blvd N,37.7713295942,-122.3866224289,California,San Francisco,
404,43194,38.0,The Embarcadero at Pier 38,37.782926087,-122.3879206181,California,San Francisco,
405,43196,436.0,McKinnon Ave at 3rd St,37.7362958722,-122.3899698257,California,San Francisco,Bayview District
406,43199,434.0,Carroll Ave at 3rd St,37.7253751941,-122.3940199614,California,San Francisco,
407,43207,455.0,McAllister St at Arguello Blvd,37.7752136679,-122.4583339691,California,San Francisco,Haight-Ashbury
408,43245,454.0,7th Ave at Cabrillo St,37.7751755066,-122.4650073051,California,San Francisco,Richmond District
409,43368,456.0,Arguello Blvd at Geary Blvd,37.7814676154,-122.4588060379,California,San Francisco,Jordan Park
410,43423,438.0,Oakdale Ave at Phelps St,37.7368516212,-122.3942506313,California,San Francisco,Bayview District
411,43499,289.0,N 3rd St at E Taylor St,37.3499977424,-121.8980097771,California,San Jose,Hensley Historic District
412,43727,463.0,Heron's Head Park,37.7403217764,-122.3767840862,California,San Francisco,
413,43728,470.0,N 14th St at E Santa Clara St,37.3426625921,-121.8772923946,California,San Jose,Naglee Park
414,44016,435.0,Jennings St at Revere Ave,37.7293932066,-122.3865365982,California,San Francisco,Bayview District
415,46017,321.0,Folsom St at 5th St,37.7806450925,-122.4028658867,California,San Francisco,West SoMa
416,46018,467.0,Brannan St at Colin P Kelly Jr St,37.7823857881,-122.3913431168,California,San Francisco,South Beach
417,46027,475.0,22nd St at William St,37.3403787407,-121.8640208244,California,San Jose,Naglee Park
418,46034,468.0,Grove St at Gough St,37.7778700702,-122.42295295,California,San Francisco,Western Addition
419,46040,442.0,Newbury Park Dr at King Rd,37.3655356586,-121.8679663539,California,San Jose,
420,46046,439.0,Post St at Divisadero St,37.7843718111,-122.4394780397,California,San Francisco,Western Addition
421,46061,482.0,Brannan St at 7th St,37.7726578771,-122.4036812782,California,San Francisco,West SoMa
422,46084,432.0,Quesada Ave at 3rd St,37.7330928099,-122.3909729719,California,San Francisco,Bayview District
423,46091,474.0,14th Ave at Geary Blvd,37.7804712592,-122.4728232622,California,San Francisco,Richmond District
424,46107,277.0,W Julian St at N Morrison St,37.3336771229,-121.9086179137,California,San Jose,College Park
425,46136,466.0,5th Ave at Anza St,37.7794876092,-122.4631418288,California,San Francisco,Jordan Park
426,46219,472.0,Columbia Ave at Bird Ave,37.3241259512,-121.8997196853,California,San Jose,
427,46279,469.0,Ellis St at Pierce St,37.7819816875,-122.4357698858,California,San Francisco,Western Addition
428,46317,437.0,Evans Ave at Mendell St,37.7401775434,-122.383736372,California,San Francisco,Bayview District
429,46346,471.0,Turk Blvd at Stanyan St,37.7776093103,-122.4546217918,California,San Francisco,Haight-Ashbury
430,46587,473.0,Willow St at Blewett Ave,37.3090140743,-121.900010705,California,San Jose,
431,46730,476.0,19th St at William St,37.3384680141,-121.8665206432,California,San Jose,Naglee Park
432,47257,429.0,Prototype Lab,37.7200351855,-122.4952411652,California,San Francisco,
433,47941,408.0,MTL-ECO5-01,37.718513,-122.38832,California,San Francisco,
434,47942,408.0,MTL-ECO5-01,37.72,-122.39,California,San Francisco,
435,48890,480.0,Steiner St at California St,37.7885689142,-122.435401082,California,San Francisco,Western Addition
436,48896,493.0,Folsom St at 7th St,37.7766637828,-122.4079084396,California,San Francisco,West SoMa
437,48897,487.0,Powell St at Columbus Ave,37.8004960367,-122.4108870327,California,San Francisco,North Beach
438,48902,481.0,O'Farrell St at Masonic Ave,37.7811305517,-122.4473744631,California,San Francisco,Western Addition
439,48917,485.0,Funston Ave at Fulton St,37.773263176,-122.4712300301,California,San Francisco,Richmond District
440,48939,489.0,Funston Ave at Clement St,37.782497876,-122.4719676375,California,San Francisco,Richmond District
441,48955,486.0,Arguello Blvd at Edward St,37.7784869864,-122.4586451054,California,San Francisco,Jordan Park
442,48956,483.0,7th St at King St,37.7712290179,-122.4008864164,California,San Francisco,West SoMa
443,48963,490.0,9th Ave at Geary Blvd,37.7818407155,-122.46763587,California,San Francisco,Richmond District
444,48969,478.0,Greenwich St at Franklin St,37.8002544308,-122.4259194732,California,San Francisco,Russian Hill
445,48971,477.0,17th Ave at Geary Blvd,37.7807198858,-122.4761036038,California,San Francisco,Richmond District
446,48986,408.0,MTL-ECO5-01,37.7180271461,-122.3878616095,California,San Francisco,
447,48987,492.0,Webster St at Clay St,37.7908030324,-122.432590127,California,San Francisco,Western Addition
448,49061,491.0,Devine St at San Pedro St,37.3386706046,-121.8956440687,California,San Jose,Saint James Square Historic District
449,49147,488.0,Egbert Ave at Jennings St,37.7226299219,-122.3924964666,California,San Francisco,
450,49149,289.0,5th St at Taylor St,37.3509017927,-121.8958425522,California,San Jose,Hensley Historic District
451,49480,290.0,George St at 1st St,37.3475925744,-121.8996620178,California,San Jose,Civic Center
453,51036,458.0,Frederick St at Arguello Blvd,37.7657829868,-122.4576365948,California,San Francisco,Cole Valley
454,51059,495.0,St James St at 9th St,37.3432084885,-121.8843895197,California,San Jose,
455,51064,498.0,Frida Kahlo Way at Cloud Cir,37.7258897888,-122.4524438381,California,San Francisco,Ingleside
456,51284,229.0,Foothill Blvd at 42nd Ave,37.7742341882,-122.2124826908,California,Oakland,Melrose
457,51373,444.0,Mercado Way at Sierra Rd,37.3711164134,-121.8813318014,California,San Jose,
458,51751,494.0,Park Ave at Laurel Grove Ln,37.3262823241,-121.9049111009,California,San Jose,
